건물명,주소,층,거래일,거래금액,면적,평,건축년도,위도,경도,평당보증금,평당월세,평당보증금평균,평당월세평균
신아굿모닝, 역촌동 58-33,4층,2020 11 14,"    32,000/         0",70.68,21.4,2009,37.6040381690863,126.91201312406601,1495.3271028037384,0.0,1389.2397069967164,0.0
리더스파크, 역촌동 85-41,11층,2020 6 3,"    36,000/         0",82.45,24.9,2006,37.599282703784205,126.915350824216,1445.7831325301206,0.0,1485.9437751004016,0.0
청운, 신사동 363,7층,2020 5 1,"    35,000/         0",78.107,23.6,2003,37.5962326001593,126.914584206081,1483.050847457627,0.0,1483.050847457627,0.0
대광, 신사동 21-8,6층,2020 5 4,"    30,000/         0",78.21,23.7,2006,37.5978946946875,126.913518985893,1265.8227848101267,0.0,1265.8227848101267,0.0
명진(200-115), 신사동 200-115,5층,2020 5 26,"    14,000/         0",42.93,13.0,2000,37.594791071115395,126.908724809306,1076.923076923077,0.0,1076.923076923077,0.0
신아, 신사동 6-5,4층,2020 11 19,"     4,000/         0",58.86,17.8,2008,37.600181865347,126.911375565697,224.7191011235955,0.0,796.4391525518474,0.0
청운, 증산동 178-8,7층,2020 5 30,"    20,000/         0",69.57,21.0,2004,37.5801331292456,126.904910412648,952.3809523809524,0.0,952.3809523809524,0.0
한울글로리B, 청파동3가 132-68,6층,2020 5 16,"    21,000/         0",58.58,17.7,2003,37.5430140175946,126.962795022685,1186.4406779661017,0.0,1186.4406779661017,0.0
효창아트빌2차, 효창동 5-158,5층,2020 12 3,"    43,000/         0",101.36,30.7,2002,37.5421849723922,126.960463694851,1400.6514657980456,0.0,1344.9798209493374,0.0
대성2차, 용문동 38-235,6층,2020 5 23,"    18,300/         0",28.95,8.8,2002,37.537255521962706,126.955834749288,2079.5454545454545,0.0,2079.5454545454545,0.0
용산파크자이, 한강로1가 50-1,23층,2020 10 24,"    30,000/       190",99.85,30.2,2005,37.536718430810105,126.972549837484,993.3774834437087,6.291390728476821,1788.9252694849793,2.097130242825607
정우, 이촌동 302-69,8층,2020 10 20,"    80,000/         0",317.36,96.0,1972,37.5208407485735,126.967180324968,833.3333333333334,0.0,1042.6682692307693,0.0
코스모스, 이촌동 302-62,3층,2020 5 7,"    90,000/         0",250.44,75.8,1974,37.5208598117746,126.96807051844601,1187.3350923482851,0.0,1187.3350923482851,0.0
노들, 이촌동 302-45,3층,2020 5 13,"    80,000/         0",190.71,57.7,1974,37.520213358240795,126.969973126817,1386.4818024263432,0.0,1386.4818024263432,0.0
한남하우스, 한남동 723-3,6층,2020 8 22,"    13,650/         0",68.63,20.8,1970,37.538145319292205,127.00552357862699,656.25,0.0,692.3383424408015,0.0
등촌파밀리에더클래식201동, 등촌동 723,3층,2020 11 18,"     7,000/        90",49.78,15.1,2020,37.5549603991789,126.85812065245399,463.57615894039736,5.960264900662252,1901.5536473187533,1.5103073909675833
등촌주공아파트11단지, 등촌동 705-6,2층,2020 11 24,"     3,340/        27",51.84,15.7,2004,37.559206416217705,126.849167589373,212.7388535031847,1.7197452229299364,257.10762923602067,1.6936164971671888
세심, 등촌동 526-5,2층,2020 6 3,"    14,700/         0",32.74,9.9,2004,37.5486744137213,126.86184665879401,1484.8484848484848,0.0,1501.9179133103185,0.6009461705664237
보람, 등촌동 710,8층,2020 9 1,"    19,000/        60",84.03,25.4,1999,37.5496550780191,126.86260728304899,748.0314960629921,2.362204724409449,1266.7370933378697,0.7874015748031497
신보, 화곡동 46-116,4층,2020 5 1,"    20,000/         0",59.63,18.0,2001,37.5447128701208,126.847603899877,1111.111111111111,0.0,1111.111111111111,0.0
현대홈타운(923-2), 화곡동 923-2,10층,2020 7 12,"    18,000/         0",31.69,9.6,2013,37.529132649811295,126.84121283792601,1875.0,0.0,1875.0,0.0
가화(424-59) 나동, 화곡동 424-59,1층,2020 10 6,"    13,000/         0",72.66,22.0,1999,37.5316460897205,126.839897819978,590.9090909090909,0.0,777.5974025974026,0.0
대한아파트, 화곡동 381-18,2층,2020 5 4,"    25,000/         0",61.2,18.5,2000,37.5392687616236,126.839912787919,1351.3513513513512,0.0,1351.3513513513512,0.0
강동, 화곡동 29-79,5층,2020 5 7,"    22,000/         0",58.86,17.8,2002,37.545746821109994,126.848215204459,1235.9550561797753,0.0,1235.9550561797753,0.0
에스엠케이아파트, 화곡동 938-23,7층,2020 7 30,"    25,500/         0",26.93,8.1,2020,37.5299779112951,126.83950959193199,3148.1481481481483,0.0,3376.436006501365,0.0
화곡3차보람, 화곡동 1150,2층,2020 10 6,"    28,000/         0",83.87,25.4,2004,37.536817144412296,126.85781468828999,1102.3622047244096,0.0,1282.5008202099737,0.0
드림시드아파트, 화곡동 915-39,8층,2020 11 20,"    38,000/         0",46.03,13.9,2018,37.5288443088565,126.84334991232201,2733.8129496402876,0.0,2517.9856115107914,0.0
곰달래, 화곡동 1137,10층,2020 6 17,"    21,900/         0",58.59,17.7,1997,37.5296195093554,126.857983669258,1237.2881355932204,0.0,1148.0558325024926,0.0
성재, 화곡동 938-25,7층,2020 5 11,"    22,000/         0",62.41,18.9,2002,37.529976920629004,126.839845987181,1164.0211640211642,0.0,1164.0211640211642,0.0
팔라이스아파트먼트(915-8), 화곡동 915-8,9층,2020 12 9,"    19,000/         0",30.14,9.1,2014,37.5290171179806,126.844008236213,2087.912087912088,0.0,1616.7582417582416,1.3736263736263736
명지해드는터, 화곡동 473-4,9층,2020 10 10,"    24,000/         0",53.58,16.2,2005,37.5368355115453,126.856221391547,1481.4814814814815,0.0,1290.6399094978112,0.0
동훈타마르(921-18), 화곡동 921-18,9층,2020 5 11,"    26,000/         0",58.55,17.7,2011,37.5299265960508,126.840501076434,1468.9265536723165,0.0,1468.9265536723165,0.0
양용아네스, 화곡동 472-13,5층,2020 9 2,"    22,000/         0",72.14,21.8,2003,37.536434070115206,126.857660095403,1009.1743119266055,0.0,941.745625908658,0.0
도양라비앙아파트, 화곡동 918-14,9층,2020 8 1,"    34,800/         0",56.03,16.9,2016,37.5297029639113,126.84451636253401,2059.171597633136,0.0,1112.9191321499013,2.0833333333333335
진흥, 화곡동 824-13,5층,2020 10 10,"    16,000/         0",62.89,19.0,1992,37.5345188138982,126.858310731497,842.1052631578947,0.0,630.8612440191387,1.174242424242424
계명(350-33), 화곡동 350-33,2층,2020 5 22,"    22,000/         0",67.82,20.5,2000,37.5337351356198,126.844482165817,1073.1707317073171,0.0,1073.1707317073171,0.0
금호, 화곡동 1039-3,2층,2020 5 23,"    30,000/         0",107.4,32.5,2002,37.5433788972845,126.833461211254,923.0769230769231,0.0,923.0769230769231,0.0
오케이B, 화곡동 102-88,4층,2020 5 27,"    10,000/         0",36.0,10.9,2002,37.5386580283518,126.84637978910101,917.4311926605504,0.0,917.4311926605504,0.0
지석, 화곡동 926-4,7층,2020 5 27,"    17,000/         0",41.4,12.5,2002,37.52879404786071,126.842225568995,1360.0,0.0,1360.0,0.0
살렘, 화곡동 56-30,5층,2020 11 24,"     1,000/        55",43.48,13.2,2002,37.5412260991713,126.850924655697,75.75757575757576,4.166666666666667,761.6866337796572,1.388888888888889
마곡 보타닉, 가양동 235-4,7층,2020 11 17,"    45,000/         0",59.8,18.1,2019,37.572413896556,126.839582695074,2486.187845303867,0.0,2071.8232044198894,0.0
가양도시개발공사8단지(임대), 가양동 1482,3층,2020 12 14,       971/        15,49.5,15.0,1992,37.562158476186205,126.85667441019,64.73333333333333,1.0,156.6,0.5
천우네오젠, 내발산동 665-17,7층,2020 5 8,"    37,000/         0",83.32,25.2,2006,37.5547910967476,126.838856050921,1468.2539682539682,0.0,1468.2539682539682,0.0
홍익, 내발산동 673-7,2층,2020 10 15,"    42,000/         0",106.44,32.2,1995,37.5523345238519,126.840327776299,1304.3478260869565,0.0,1185.3002070393375,0.15527950310559005
신세계(697-5), 내발산동 697-5,10층,2020 10 14,"    42,000/         0",79.87,24.2,2001,37.5522038612046,126.833991945858,1735.5371900826447,0.0,1512.7315567992018,0.0
쥴리앙, 내발산동 660-6,2층,2020 11 3,"    28,000/        25",70.08,21.2,2007,37.5561033543975,126.843419255408,1320.754716981132,1.179245283018868,833.3333333333334,2.169811320754717
타워힐101동, 내발산동 661-2,2층,2020 12 1,"    12,000/       120",84.9095,25.7,2002,37.5551544765461,126.84322641528799,466.9260700389105,4.669260700389105,1021.4007782101168,2.383268482490273
신세계3차101동, 내발산동 731,2층,2020 12 26,"    50,000/         0",84.87299999999998,25.7,2003,37.5548008038467,126.840572121567,1945.5252918287938,0.0,1900.129701686122,0.0
롯데1차, 내발산동 728,13층,2020 9 17,"    43,000/         0",84.512,25.6,2002,37.5541135181692,126.84106525777099,1679.6875,0.0,1538.0462398373984,0.0
동부강서센트레빌3차(893-0), 방화동 893,8층,2020 12 27,"    50,000/         0",59.83,18.1,2009,37.5718668935322,126.81616286096701,2762.430939226519,0.0,2189.8262067257842,0.0
역삼이안애비, 역삼동 777-49,3층,2020 10 19,"    60,000/         0",84.28,25.5,2004,37.4952603910256,127.041118808615,2352.9411764705883,0.0,2313.7254901960787,0.0
갤러리하우스, 역삼동 783-3,4층,2020 8 28,"     9,000/       150",84.99,25.7,2002,37.4944239448932,127.04339109959999,350.1945525291829,5.836575875486382,1147.8599221789884,2.918287937743191
세종빌라트, 역삼동 791-23,2층,2020 9 17,"    20,000/       150",122.45,37.0,1998,37.4941863629933,127.038794833397,540.5405405405405,4.054054054054054,1128.689665275031,1.3513513513513515
대우리츠카운티, 청담동 117-22,5층,2020 6 19,"   200,000/         0",211.72,64.0,2001,37.526685730440704,127.048526369061,3125.0,0.0,1875.0,7.1875
강변상지리츠빌, 청담동 106-17,4층,2020 5 1,"   160,000/         0",171.79,52.0,2001,37.5279547991673,127.05058882236,3076.923076923077,0.0,3076.923076923077,0.0
청담그랑빌, 청담동 46-5,2층,2020 10 23,"    54,000/         0",84.72,25.6,2004,37.5191130200803,127.049131780967,2109.375,0.0,1548.7586462450593,1.383399209486166
마크힐스이스트윙, 청담동 130-7,9층,2020 5 19,"    50,000/     1,500",192.86,58.3,2010,37.524578577944496,127.055338397524,857.6329331046312,25.728987993138936,857.6329331046312,25.728987993138936
대우로얄카운티3, 청담동 117-6,4층,2020 10 20,"    30,000/     1,200",244.72,74.0,2003,37.52589453106071,127.048070096742,405.4054054054054,16.216216216216218,337.8378378378378,14.864864864864867
삼성동신도브래뉴, 삼성동 121-38,5층,2020 5 9,"    15,000/       280",131.225,39.7,2010,37.5103947830005,127.053383035838,377.83375314861456,7.052896725440806,377.83375314861456,7.052896725440806
노블테라스, 삼성동 36-12,2층,2020 8 6,"   114,000/         0",214.3,64.8,2003,37.5118564262631,127.04469044032601,1759.2592592592594,0.0,1772.4867724867725,0.8928571428571428
삼성펠리스, 삼성동 129-5,8층,2020 10 17,"    95,000/         0",126.15,38.2,2005,37.508806124330604,127.05442610652,2486.910994764398,0.0,2330.4120191213296,0.0
그라나다, 삼성동 45-5,3층,2020 10 29,"    39,900/         0",45.24,13.7,2002,37.512626150150794,127.049628784986,2912.4087591240877,0.0,2685.077725736246,0.0
미켈란107, 삼성동 107,16층,2020 12 4,"    40,000/       350",83.0,25.1,2003,37.514887859014294,127.060411147394,1593.625498007968,13.944223107569721,2959.5902105862265,1.9920318725099602
한티(933-35), 대치동 933-35,4층,2020 5 6,"    65,000/         0",110.66,33.5,2004,37.499050197447296,127.05728785507699,1940.2985074626865,0.0,2208.955223880597,0.0
Ruden House, 신사동 524-8,2층,2020 5 6,"    65,000/         0",84.98,25.7,2007,37.521465307865,127.02161069020201,2529.182879377432,0.0,2529.182879377432,0.0
신사파크빌A동, 신사동 562,2층,2020 11 11,"    10,000/       290",117.82,35.6,2004,37.5202782307271,127.02624031442801,280.8988764044944,8.146067415730336,1591.7602996254682,2.7153558052434454
동부센트레빌, 논현동 275,5층,2020 11 28,"    87,150/         0",114.498,34.6,2003,37.5103301322302,127.037670831721,2518.7861271676297,0.0,3109.9340236285448,0.18065591995553085
리더스빌, 논현동 192-1,2층,2020 12 22,"    10,000/       180",95.69,28.9,2004,37.5082099035616,127.032496556885,346.02076124567475,6.228373702422146,1249.7184654648995,2.7355969895363987
논현인텔(9-2), 논현동 9-2,4층,2020 9 22,"     2,000/       107",33.32,10.1,1996,37.5176798371944,127.026872318256,198.01980198019803,10.594059405940595,1299.5049504950496,5.413666366636664
한빛웰리스, 신천동 7-17,20층,2020 5 29,"    64,250/         0",146.74,44.4,1996,37.5153285447572,127.099508049158,1447.0720720720722,0.0,1447.0720720720722,0.0
호수, 송파동 38,3층,2020 11 25,"    40,000/         0",53.0,16.0,2000,37.5101294992699,127.108421371326,2500.0,0.0,2159.090909090909,0.0
한양파크뷰, 송파동 100,6층,2020 9 2,"    10,000/       130",84.28,25.5,2004,37.50349988171261,127.115598081149,392.15686274509807,5.098039215686274,960.7843137254903,2.549019607843137
e지브로, 가락동 16-21,4층,2020 5 14,"    30,000/        52",84.78,25.6,2004,37.5006720750357,127.124694637698,1171.875,2.03125,1171.875,2.03125
가락그랑밸리, 가락동 141-7,1층,2020 5 28,"    42,000/         0",81.93,24.8,2001,37.4945504012768,127.126553815972,1693.5483870967741,0.0,1528.5923753665688,0.0
성해, 가락동 101-5,4층,2020 10 30,"    57,000/         0",75.76,22.9,2003,37.4901542414144,127.12089850066002,2489.0829694323147,0.0,1779.4759825327512,0.5458515283842795
그랜빌캐슬, 문정동 70-16,2층,2020 5 5,"    20,000/       100",87.67,26.5,2003,37.4828942708945,127.12512883631399,754.7169811320755,3.7735849056603774,754.7169811320755,3.7735849056603774
파라다이스빌(40-0), 방이동 40,12층,2020 10 14,"    47,775/         0",84.66,25.6,2006,37.516536036489704,127.11080887505899,1866.2109375,0.0,2168.887364725195,0.0
이스턴잠실, 방이동 46-1,9층,2020 9 26,"     2,000/       110",29.57,8.9,2020,37.5163652659921,127.112529088127,224.7191011235955,12.359550561797752,3197.8396936262097,1.57345547794986
서울탑빌라트, 방이동 126-5,1층,2020 5 11,"    13,000/         0",41.4,12.5,1990,37.5088474690342,127.117623108095,1040.0,0.0,1040.0,0.0
광남, 방이동 154-1,2층,2020 6 29,"    44,500/         0",114.13,34.5,2003,37.5138425881799,127.11632482942301,1289.855072463768,0.0,1177.536231884058,0.0
인택스빌, 방이동 222,9층,2020 7 22,"     4,000/         0",61.2,18.5,2001,37.5075794820218,127.12105683233801,216.21621621621622,0.0,1067.7617272444859,0.7183908045977012
보미리즌빌(101동), 방이동 134,5층,2020 5 30,"    32,000/         0",83.77,25.3,2005,37.510781645412706,127.11954002336,1264.8221343873518,0.0,1264.8221343873518,0.0
블레스, 거여동 45-1,4층,2020 10 31,"    50,000/         0",84.93,25.7,2005,37.4936867712341,127.147436225655,1945.5252918287938,0.0,1215.8068960033183,0.9389671361502347
대성스카이뷰아파트, 마천동 5,3층,2020 9 2,"    14,000/        75",42.52,12.9,2020,35.1453622024165,128.795571152565,1085.2713178294573,5.813953488372093,1520.6027970096848,4.228060832001893
마천대성, 마천동 574,2층,2020 12 29,"    30,000/         0",59.62,18.0,1995,37.4986358230405,127.153210124063,1666.6666666666667,0.0,1219.2029634389642,0.6260032102728731
현대(289-5), 월계동 289-5,5층,2020 5 13,"    18,000/         0",76.44,23.1,2004,37.629718364443,127.058708748621,779.2207792207791,0.0,779.2207792207791,0.0
서일이츠뷰, 공릉동 371-11,10층,2020 11 15,"    47,000/         0",83.993,25.4,2005,37.627515295981496,127.073851551269,1850.3937007874017,0.0,1308.9019271423758,0.6809338521400778
청수대아파트, 공릉동 270-47,3층,2020 5 4,"    35,000/         0",98.51,29.8,2005,37.6203002809194,127.080736367622,1174.496644295302,0.0,1174.496644295302,0.0
윤탁노블레스, 공릉동 421-15,8층,2020 5 12,"    20,000/        30",84.96,25.7,2004,37.627106013267294,127.079924545523,778.2101167315176,1.1673151750972763,778.2101167315176,1.1673151750972763
길성그랑프리텔아파트, 공릉동 753,7층,2020 9 25,"    15,000/        95",80.9407,24.5,2003,37.6279367560165,127.070887748157,612.2448979591836,3.877551020408163,800.9216589861751,1.466754443712969
대아아파트1차, 공릉동 740,2층,2020 9 19,"    25,000/         0",59.75,18.1,1997,37.62399136007139,127.07895474946899,1381.2154696132595,0.0,1463.081608929474,0.0
우국리더스빌, 공릉동 757,5층,2020 11 9,"    30,500/         0",59.96,18.1,2006,37.6260588575552,127.070266105371,1685.0828729281766,0.0,1583.916513198281,0.0
광덕파크빌아파트, 공릉동 752,10층,2020 10 31,"    33,600/         0",84.69,25.6,2003,37.6225503589124,127.077425031775,1312.5,0.0,1339.84375,0.0
공릉행복주택, 공릉동 428-7,5층,2020 12 7,"     7,692/        30",40.32,12.2,2019,37.628149883073505,127.07598244105101,630.4918032786885,2.459016393442623,600.0057431435542,2.354006201686958
남광미르빌, 공릉동 684-60,3층,2020 8 27,"    18,000/         0",64.26,19.4,2003,37.6174955109039,127.073317265359,927.8350515463918,0.0,560.071371927042,2.644230769230769
학여울청구117동(355), 하계동 355,13층,2020 7 31,"     1,754/         5",32.76,9.9,2001,37.633848301042,127.063378214765,177.17171717171718,0.5050505050505051,196.6161616161616,0.5050505050505051
중앙하이츠아쿠아, 중계동 514,10층,2020 5 16,"    51,000/         0",84.751,25.6,2008,37.645029126408,127.06778710485001,1992.1875,0.0,1992.1875,0.0
중계동주공영구임대(1단지), 중계동 515-3,7층,2020 5 20,       264/         5,26.37,8.0,1990,37.6473131002889,127.065311554487,33.0,0.625,33.0,0.625
한신월드, 중계동 68-1,1층,2020 7 2,"    24,000/         0",84.96,25.7,2005,37.648475712153704,127.083664391982,933.852140077821,0.0,1094.3770504310673,0.0
미아에스에이치빌, 미아동 797-8,3층,2020 9 16,"     6,514/         2",30.13,9.1,2007,37.625379465494206,127.01918979884199,715.8241758241759,0.21978021978021978,693.7048665620094,0.20408163265306126
현대(148-494), 번동 148-494,8층,2020 12 29,"    30,000/         0",59.97,18.1,1997,37.625024673351,127.037457869368,1657.4585635359115,0.0,1223.122729324763,0.38910505836575876
완성, 번동 148-496,9층,2020 5 18,"    23,000/         0",74.73,22.6,1997,37.6247357851258,127.037079318104,1017.6991150442477,0.0,1017.6991150442477,0.0
훼밀리힐, 번동 148-490,9층,2020 6 29,"    22,000/         0",59.16,17.9,1996,37.6250757530927,127.036936175424,1229.050279329609,0.0,1229.050279329609,0.0
북한산네이처파크, 수유동 734,3층,2020 11 2,"    26,000/         0",55.8,16.9,2015,37.6462652684822,127.009863758487,1538.4615384615386,0.0,1028.4742881427965,0.9760589318600368
영남, 수유동 192-61,7층,2020 12 23,"    27,000/         0",84.93,25.7,1997,37.6388988405587,127.02486295047501,1050.5836575875487,0.0,998.7029831387808,0.0
포엠빌, 수유동 190-18,3층,2020 5 18,"    36,000/         0",100.385,30.4,2008,37.640504808482106,127.02513099817699,1184.2105263157896,0.0,1184.2105263157896,0.0
씨티빌라트, 전농동 103-340,9층,2020 8 12,"    33,600/         0",84.68,25.6,1999,37.5839491222484,127.053637647108,1312.5,0.0,1274.3794326241134,0.0
답십리두산(임대), 답십리동 990-1,5층,2020 12 22,"     3,562/         4",32.93,10.0,2000,37.56930223596571,127.059472171268,356.2,0.4,327.7125,0.5
장안평 월드메르디앙 2차, 장안동 575,9층,2020 12 21,"    11,000/        90",84.85,25.7,2007,37.0620373101255,127.076930420709,428.01556420233464,3.501945525291829,1532.1353660019456,0.9241245136186771
양지쉐르빌아파트(415-1), 장안동 415-1,10층,2020 5 4,"    31,000/         0",56.4,17.1,2016,37.562578798984795,127.061410841708,1812.8654970760233,0.0,1812.8654970760233,0.0
에메랄드(351-5), 장안동 351-5,2층,2020 5 13,"    30,000/         0",59.764,18.1,2016,37.5669557799006,127.069772726009,1657.4585635359115,0.0,1657.4585635359115,0.0
현대리노빌101동, 장안동 350-7,3층,2020 5 14,"    36,000/         0",84.97,25.7,2004,36.213048877828705,127.33716842170799,1400.7782101167315,0.0,1400.7782101167315,0.0
태솔아파트3차, 장안동 346-1,12층,2020 12 21,"    33,600/         0",51.96,15.7,2018,36.2131134228596,127.33696379687001,2140.127388535032,0.0,2032.5888531133219,0.0
SM이로빌5차, 장안동 312-7,3층,2020 12 14,"    25,000/        50",84.99,25.7,2004,37.5767971870736,127.072699833788,972.7626459143969,1.9455252918287937,1172.65583276112,0.9727626459143969
형인허브빌101동(417-3), 장안동 417-3,4층,2020 5 18,"    42,000/         0",100.83,30.5,2004,37.563178291175205,127.064578455224,1377.049180327869,0.0,1377.049180327869,0.0
홍해오크펠리스 3차, 장안동 582,8층,2020 11 25,"    25,000/         0",100.9,30.5,2012,37.5645002582463,127.06732827258699,819.672131147541,0.0,1132.4923155737706,0.0
SM이로빌4차 B동 (455-4), 장안동 455-4,6층,2020 8 1,"    34,000/         0",84.9,25.7,2004,37.5625807030184,127.070858545184,1322.9571984435797,0.0,1271.076523994812,0.0
금호(444-9), 장안동 444-9,4층,2020 5 26,"    20,000/        50",73.42,22.2,2004,37.563865216520206,127.06965020133,900.900900900901,2.2522522522522523,900.900900900901,2.2522522522522523
제이슨(360-7), 장안동 360-7,3층,2020 5 27,"    10,000/        80",83.925,25.4,2003,36.2107019720911,127.33514976321199,393.7007874015748,3.1496062992125986,393.7007874015748,3.1496062992125986
선경이노블, 장안동 346-11,7층,2020 11 28,"    20,000/         0",83.18,25.2,2009,36.212957175399296,127.33705268514,793.6507936507936,0.0,732.9505001809976,0.9803921568627452
사가정센트럴아이파크, 면목동 164-10,4층,2020 11 3,"    75,000/         0",84.87,25.7,2020,37.5828046677468,127.081660121422,2918.287937743191,0.0,1019.8855941229697,1.541938724259166
신우, 면목동 1518,16층,2020 7 16,"    30,000/         0",59.92,18.1,1998,37.5804493604356,127.079257105289,1657.4585635359115,0.0,1300.8891574585637,0.3125
일신강변, 면목동 1520,1층,2020 5 30,"    26,000/         0",84.98,25.7,1999,37.5868601565754,127.074650100694,1011.6731517509728,0.0,1011.6731517509728,0.0
효성, 면목동 177-56,1층,2020 8 12,"    18,000/         0",73.8,22.3,1993,37.586660053404295,127.07761608570299,807.1748878923767,0.0,852.0179372197309,0.0
대성쉐르빌, 상봉동 102-97,10층,2020 12 5,"    20,470/         0",26.06,7.9,2016,37.5961205983751,127.087583056768,2591.139240506329,0.0,2530.0406158510514,0.0
(174-26), 묵동 174-26,8층,2020 5 14,"    29,000/         0",56.11,17.0,2016,37.613051180739795,127.07859413048901,1705.8823529411766,0.0,1705.8823529411766,0.0
신도2, 묵동 380,4층,2020 7 6,"    40,000/         0",84.9,25.7,1999,37.617155210126704,127.07818280134501,1556.4202334630352,0.0,1459.1439688715955,0.0
예성그린캐슬, 망우동 577,5층,2020 10 29,"    30,900/         0",84.83,25.7,2004,37.597011188501,127.102077847855,1202.3346303501946,0.0,1068.902199099375,1.193820224719101
충정솔레디움(102동), 충정로3가 30-2,6층,2020 9 23,"    30,000/         0",83.09,25.1,2005,37.561878539549205,126.960951813934,1195.219123505976,0.0,889.7742363877823,1.4608233731739706
충정솔레디움(101동), 충정로3가 30-17,6층,2020 6 17,"    20,000/        40",83.09,25.1,2005,37.5618625138368,126.961221842056,796.812749003984,1.593625498007968,836.6533864541831,1.8592297476759627
홍제원현대(459-1), 홍제동 459-1,18층,2020 12 23,"     2,514/         4",32.67,9.9,2000,37.5866600744316,126.95088467601101,253.93939393939394,0.40404040404040403,249.76689976689977,0.3846153846153847
인왕산현대(460-1), 홍제동 460-1,12층,2020 12 22,"     1,031/        14",32.67,9.9,2000,37.5838288260509,126.95162362226101,104.14141414141413,1.4141414141414141,257.955747955748,0.6541606541606542
건우그린, 창천동 359,5층,2020 5 2,"     2,000/       130",80.0,24.2,2003,37.560583762363,126.928733714147,82.64462809917356,5.371900826446281,82.64462809917356,5.371900826446281
광남캐스빌1(512-4), 창천동 512-4,4층,2020 8 24,"     5,000/       110",72.46,21.9,2000,37.559752196047796,126.927081158352,228.31050228310502,5.0228310502283104,744.0765109840722,2.5114155251141552
은하, 연희동 105-4,4층,2020 12 19,"    16,500/         0",49.59,15.0,1971,37.5725680473323,126.92773268347901,1100.0,0.0,931.6666666666666,0.5333333333333333
연화, 연희동 89-9,3층,2020 5 26,"    25,000/         0",78.88,23.9,1975,37.569140950530404,126.93205920788401,1046.0251046025105,0.0,1046.0251046025105,0.0
요진, 북가좌동 150,7층,2020 8 26,"    43,000/         0",82.08,24.8,1998,37.5728851855948,126.90829543677201,1733.8709677419354,0.0,1301.4169219679222,0.18621973929236502
동도하이츠비동, 북가좌동 273-17,4층,2020 5 17,"    30,000/         0",84.0,25.4,2004,37.5840937436954,126.91472035126199,1181.1023622047244,0.0,1181.1023622047244,0.0
동순미, 쌍문동 642,4층,2020 6 9,"    25,000/         0",91.16,27.6,2002,37.6565020807106,127.038067572052,905.7971014492753,0.0,905.7971014492753,0.0
풀내음아파트, 쌍문동 75-29,3층,2020 12 30,"     4,000/        80",54.77,16.6,2007,37.654153313730895,127.035560931793,240.96385542168673,4.8192771084337345,685.9581181870338,2.4096385542168672
청화아파트, 방학동 669-7,6층,2020 11 17,"    24,150/         0",83.73,25.3,2004,37.661832268847206,127.032810554757,954.5454545454545,0.0,946.6783216783217,0.0
(552-12), 창동 552-12,6층,2020 7 1,"    32,000/         0",53.42,16.2,2020,37.637155097791,127.03705921928001,1975.3086419753088,0.0,2043.2098765432102,0.0
중흥에스클래스, 창동 665-21,7층,2020 6 10,"    40,000/         0",164.097,49.6,2001,37.6480423044095,127.038978179398,806.4516129032257,0.0,806.4516129032257,0.0
도봉산리베니움, 도봉동 571,1층,2020 7 18,"    28,000/         0",84.19,25.5,2004,37.6856454277214,127.04309739162599,1098.0392156862745,0.0,928.1045751633986,0.0
신트리2단지, 신정동 1258,6층,2020 12 18,"     1,554/         6",39.6,12.0,2000,37.51309867024629,126.852820806223,129.5,0.5,226.32171717171713,0.3666666666666667
동일아파트, 신정동 911-9,7층,2020 12 9,"    41,000/         0",73.92,22.4,2002,37.5266494005691,126.858534119529,1830.357142857143,0.0,1409.2497176736306,0.0
보성제이드, 신정동 906-4,4층,2020 6 13,"     3,000/       100",73.38,22.2,2003,37.5261324435071,126.859143594078,135.13513513513513,4.504504504504505,135.13513513513513,4.504504504504505
주건드림빌, 신정동 1302,11층,2020 6 15,"    42,500/         0",79.19,24.0,2004,37.524678146624495,126.85874597463301,1770.8333333333333,0.0,1770.8333333333333,0.0
동림, 신정동 1019-4,4층,2020 6 20,"    10,000/        90",84.47,25.6,2003,37.5212127606666,126.860299642706,390.625,3.515625,390.625,3.515625
은하수, 신월동 54-10,7층,2020 6 9,"     4,000/        65",59.9,18.1,2004,35.227327676732,128.686626817446,220.99447513812152,3.591160220994475,220.99447513812152,3.591160220994475
롯데캐슬(1057-1), 신월동 1057-1,2층,2020 11 24,"    50,000/         0",84.41,25.5,2010,37.52362607587371,126.84104942614901,1960.7843137254902,0.0,1959.1889760047663,0.0
청남, 신월동 56-6,1층,2020 9 1,"    18,000/         0",54.47,16.5,2003,35.2261198498939,128.689172767339,1090.909090909091,0.0,902.5974025974026,0.0
동도센트리움, 신월동 1052,9층,2020 6 16,"    34,000/         0",69.17,20.9,2007,37.5237364589483,126.846344804315,1626.7942583732058,0.0,1626.7942583732058,0.0
성호그린, 신월동 241-9,3층,2020 6 25,       200/        30,81.41,24.6,2003,37.527361431160294,126.838191340971,8.130081300813007,1.2195121951219512,8.130081300813007,1.2195121951219512
수명산태승훼미리, 신월동 18-17,10층,2020 10 6,"    32,000/         0",84.33,25.5,2002,35.1929785521848,128.560774029837,1254.9019607843138,0.0,1384.2203548085902,0.0
그린, 창신동 23-326,3층,2020 7 14,"    19,000/         0",38.32,11.6,2002,37.579315196320294,127.010686938295,1637.9310344827586,0.0,1559.70625798212,0.0
